CustomerID,Recency,Frequency,Monetary
ID_113476,178,1,288596.0
ID_115301,43,22,650823.0
ID_119066,66,24,480383.0
ID_111807,137,5,295468.0
ID_102916,6,38,880659.0
ID_114676,188,10,308606.0
ID_101506,4,41,960935.0
ID_112827,112,5,360432.0
ID_102130,1,33,921580.0
ID_111876,142,3,365014.0
ID_101648,7,45,975064.0
ID_104890,12,2,48097.0
ID_100730,1,47,992456.0
ID_106766,12,2,46379.0
ID_118267,50,20,598513.0
ID_112829,181,6,326570.0
ID_108201,121,6,340123.0
ID_118952,68,19,550691.0
ID_111608,146,7,299261.0
ID_109937,153,10,290285.0
ID_105221,13,2,32374.0
ID_117577,31,16,510269.0
ID_102709,2,42,792053.0
ID_105902,5,5,43805.0
ID_117929,42,16,472845.0
ID_118687,73,14,583275.0
ID_114053,126,7,350891.0
ID_101543,2,45,1170805.0
ID_116576,44,14,449108.0
ID_103126,5,3,42017.0
ID_101156,1,40,1005900.0
ID_116079,27,14,619064.0
ID_105985,5,1,44729.0
ID_100032,1,50,1070552.0
ID_107187,7,5,43042.0
ID_118175,43,19,580999.0
ID_117539,53,16,567615.0
ID_109779,142,4,304612.0
ID_109176,205,3,279343.0
ID_115647,53,15,588404.0
ID_106300,1,2,27834.0
ID_101610,9,35,997306.0
ID_100939,4,41,864979.0
ID_114134,190,8,281572.0
ID_104023,8,2,38217.0
ID_119327,74,21,613030.0
ID_108749,181,5,310826.0
ID_100745,10,33,1007938.0
ID_104083,5,2,42930.0
ID_118570,43,16,531038.0
ID_105582,2,2,45837.0
ID_102877,1,28,1041441.0
ID_104701,11,3,41132.0
ID_109933,192,7,330045.0
ID_116236,24,13,397923.0
ID_102651,2,35,817066.0
ID_115763,43,18,476899.0
ID_110608,107,5,317487.0
ID_105646,9,4,47633.0
ID_101821,1,30,946383.0
ID_114229,175,4,275450.0
ID_107413,2,4,35628.0
ID_109522,143,3,335732.0
ID_118081,49,15,532595.0
ID_107146,2,3,45205.0
ID_100957,1,49,1121830.0
ID_102110,1,34,1046425.0
ID_111097,194,1,389975.0
ID_105108,11,4,34207.0
ID_112140,184,7,327590.0
ID_107631,6,4,38351.0
ID_119572,51,14,372027.0
ID_118195,68,20,547017.0
ID_119261,50,14,502163.0
ID_107923,6,2,40285.0
ID_110633,162,10,340668.0
ID_108847,241,6,370029.0
ID_118120,40,16,592510.0
ID_116040,35,15,427073.0
ID_114375,176,7,322009.0
ID_110391,169,5,319383.0
ID_102960,1,37,1153921.0
ID_104640,3,4,34913.0
ID_102399,5,29,996901.0
ID_107310,2,2,31334.0
ID_107251,10,3,41337.0
ID_105487,4,4,39093.0
ID_118708,32,19,601064.0
ID_117423,35,22,563023.0
ID_115584,41,19,610887.0
ID_113867,191,6,345067.0
ID_109597,133,5,348667.0
ID_116630,36,21,566013.0
ID_102625,14,31,866879.0
ID_115784,44,23,446703.0
ID_109657,184,9,388790.0
ID_103148,10,6,45589.0
ID_107024,1,3,44923.0
ID_114641,194,8,283308.0
ID_102873,3,45,1082725.0
ID_115951,63,21,611179.0
ID_108297,197,10,307426.0
ID_114914,143,5,247979.0
ID_112988,168,4,275594.0
ID_119727,51,14,475871.0
ID_100076,6,44,1021834.0
ID_117381,48,19,464699.0
ID_114693,151,5,355450.0
ID_115295,44,30,420705.0
ID_118472,22,13,380854.0
ID_117931,55,14,543204.0
ID_106651,2,6,46887.0
ID_104947,8,5,42953.0
ID_113676,160,1,347207.0
ID_110452,186,3,338383.0
ID_109967,129,4,327998.0
ID_119759,61,17,569692.0
ID_100093,4,33,791821.0
ID_105166,5,3,37759.0
ID_116562,57,18,546270.0
ID_102731,3,37,942738.0
ID_107171,12,2,36750.0
ID_106791,6,4,49207.0
ID_112350,144,5,343079.0
ID_104810,9,1,54791.0
ID_111323,198,11,271493.0
ID_119929,46,15,610681.0
ID_102338,1,45,993406.0
ID_111306,114,5,204760.0
ID_116253,63,16,569476.0
ID_107844,8,3,43958.0
ID_112870,164,8,220726.0
ID_101885,3,39,954324.0
ID_118511,33,21,518082.0
ID_105773,6,5,30861.0
ID_104323,2,2,37280.0
ID_108190,119,3,217081.0
ID_111368,200,7,287534.0
ID_119610,66,17,483633.0
ID_116379,54,16,560515.0
ID_112209,145,5,311441.0
ID_116344,52,18,659912.0
ID_102759,1,34,1129943.0
ID_112858,127,8,237395.0
ID_110882,173,6,182162.0
ID_109629,129,7,339181.0
ID_109425,108,6,318638.0
ID_107849,8,3,42905.0
ID_103175,5,2,58564.0
ID_110041,163,6,248689.0
ID_102465,1,34,1089527.0
ID_101293,5,38,1069050.0
ID_105393,5,4,42851.0
ID_105404,2,2,36454.0
ID_112164,178,10,305050.0
ID_112241,154,6,210176.0
ID_108641,142,7,274940.0
ID_107842,13,2,36224.0
ID_110760,119,8,279760.0
ID_117611,45,25,502251.0
ID_103621,12,3,49011.0
ID_102317,3,39,1081215.0
ID_116059,55,14,469071.0
ID_102185,12,39,1077892.0
ID_104477,10,1,49715.0
ID_110082,160,8,334134.0
ID_101155,6,34,885101.0
ID_118420,49,16,498206.0
ID_100329,2,35,978475.0
ID_111852,126,3,307827.0
ID_109920,163,5,330402.0
ID_113590,140,5,304552.0
ID_119259,47,15,503959.0
ID_103227,11,4,41572.0
ID_106521,1,3,48024.0
ID_102997,2,43,972534.0
ID_117713,70,18,519153.0
ID_113906,178,14,289325.0
ID_104392,7,3,50843.0
ID_118421,60,19,582503.0
ID_116942,33,16,589296.0
ID_102463,4,42,868505.0
ID_111231,126,9,344746.0
ID_102846,7,36,1074513.0
ID_113939,180,4,351793.0
ID_114779,162,6,312758.0
ID_107586,6,4,43785.0
ID_109804,222,5,306042.0
ID_117067,50,18,420921.0
ID_102191,10,32,985241.0
ID_109921,106,6,348830.0
ID_118972,55,21,558958.0
ID_106668,10,3,40111.0
ID_102070,6,49,1005998.0
ID_108163,146,3,363864.0
ID_116735,51,17,556575.0
ID_107593,10,3,46888.0
ID_106302,11,2,43429.0
ID_115759,45,23,621648.0
ID_105909,13,2,26268.0
ID_110715,156,8,266199.0
ID_119804,45,14,642764.0
ID_117992,39,18,750177.0
ID_112214,160,7,315096.0
ID_115594,28,13,434473.0
ID_107581,3,4,40224.0
ID_104047,6,4,43704.0
ID_113071,139,5,372716.0
ID_113211,145,9,295381.0
ID_113586,140,4,234419.0
ID_105298,8,2,36252.0
ID_102322,4,47,999003.0
ID_104240,6,2,30473.0
ID_111063,137,4,307952.0
ID_119889,25,13,467803.0
ID_106745,4,6,40167.0
ID_102492,6,34,982138.0
ID_107612,9,3,32515.0
ID_106902,5,2,47077.0
ID_109769,170,6,280746.0
ID_105234,12,4,42263.0
ID_109069,161,4,313780.0
ID_103272,4,3,41674.0
ID_110141,111,7,364751.0
ID_105273,11,2,47572.0
ID_117906,36,15,570098.0
ID_102889,8,36,929313.0
ID_119839,43,22,594118.0
ID_100788,3,36,902489.0
ID_115122,60,18,442944.0
ID_103347,1,5,36245.0
ID_117455,36,17,658974.0
ID_114146,178,5,333942.0
ID_111564,188,1,398220.0
ID_112551,123,5,291940.0
ID_117659,55,16,542259.0
ID_112374,176,8,344778.0
ID_119468,47,20,543291.0
ID_117960,71,15,525022.0
ID_106196,8,5,26861.0
ID_107694,12,2,41352.0
ID_106028,3,3,33095.0
ID_103377,8,4,41568.0
ID_100583,2,39,961184.0
ID_109972,126,6,305044.0
ID_110880,125,5,310096.0
ID_115774,51,20,612197.0
ID_100349,4,44,1004415.0
ID_110782,135,7,320846.0
ID_111942,180,6,292550.0
ID_108005,73,6,293328.0
ID_103349,10,1,52394.0
ID_119433,38,11,560336.0
ID_100801,1,42,1045134.0
ID_103531,13,2,51521.0
ID_117641,29,15,600463.0
ID_109173,178,7,322446.0
ID_118065,47,14,516642.0
ID_119036,52,28,470071.0
ID_105173,4,2,29622.0
ID_110772,174,2,269974.0
ID_115099,53,17,616119.0
ID_113989,123,5,378995.0
ID_118672,61,14,596837.0
ID_103091,6,3,57018.0
ID_113254,175,8,309364.0
ID_107709,9,2,29339.0
ID_106853,11,2,45107.0
ID_102756,3,36,1055502.0
ID_106458,11,3,35974.0
ID_118274,55,24,540860.0
ID_101616,21,44,897997.0
ID_106942,11,3,50746.0
ID_111886,134,5,284194.0
ID_114378,178,5,318141.0
ID_116350,34,18,440268.0
ID_116423,59,20,594500.0
ID_105087,6,4,41075.0
ID_110025,110,7,327475.0
ID_115197,84,17,560835.0
ID_108077,170,7,344676.0
ID_111031,142,6,356298.0
ID_114543,138,1,265008.0
ID_119420,53,25,620038.0
ID_108974,125,7,415999.0
ID_110067,131,1,287343.0
ID_109481,166,7,335646.0
ID_110556,153,6,302149.0
ID_102401,1,37,929873.0
ID_108736,190,9,360682.0
ID_114494,161,6,294246.0
ID_111424,190,4,289732.0
ID_119390,26,22,513893.0
ID_111427,194,8,275310.0
ID_114681,170,7,283909.0
ID_109998,123,8,358199.0
ID_107232,9,2,43215.0
ID_103878,6,1,41491.0
ID_106912,6,4,33894.0
ID_118806,48,15,544988.0
ID_101702,2,41,1023197.0
ID_112035,123,5,301099.0
ID_105641,4,4,41890.0
ID_113725,152,5,328943.0
ID_101124,5,31,961657.0
ID_104521,9,1,42603.0
ID_116333,56,18,606339.0
ID_103541,11,4,50772.0
ID_111921,142,5,348380.0
ID_107764,11,3,34961.0
ID_111760,150,6,305812.0
ID_109763,127,7,364238.0
ID_114319,120,6,373633.0
ID_111132,125,6,274815.0
ID_119766,44,16,528389.0
ID_102211,7,36,1020884.0
ID_112723,181,4,275645.0
ID_113496,159,7,340412.0
ID_103133,8,3,38859.0
ID_113941,170,6,271209.0
ID_115942,49,25,603327.0
ID_114471,181,8,320059.0
ID_119975,49,8,518539.0
ID_105938,8,6,42607.0
ID_104320,3,1,48693.0
ID_110032,131,5,272844.0
ID_119789,53,16,529042.0
ID_102107,10,35,873323.0
ID_115798,60,19,523724.0
ID_109377,204,10,375379.0
ID_103034,2,3,58062.0
ID_115915,48,17,501449.0
ID_115937,55,25,544614.0
ID_107062,8,2,39364.0
ID_104663,8,2,41490.0
ID_116166,27,12,485598.0
ID_116815,48,16,520081.0
ID_102367,4,39,966070.0
ID_109721,166,1,256830.0
ID_112216,174,5,334916.0
ID_100440,1,45,895857.0
ID_118411,39,12,537234.0
ID_117984,48,23,530386.0
ID_114415,154,5,345464.0
ID_100832,1,42,1021345.0
ID_117479,49,15,359135.0
ID_103064,11,2,42659.0
ID_107714,3,4,42219.0
ID_116111,51,17,505244.0
ID_101224,3,33,1030957.0
ID_115029,54,21,703583.0
ID_102592,4,42,997377.0
ID_103247,11,1,35075.0
ID_106849,1,3,26094.0
ID_108023,216,2,280739.0
ID_112672,170,8,284706.0
ID_113310,168,3,328948.0
ID_119957,69,31,596648.0
ID_102691,4,39,1100859.0
ID_113677,181,4,314835.0
ID_111567,133,7,295656.0
ID_110441,168,8,342114.0
ID_111478,207,5,356319.0
ID_117534,37,10,494741.0
ID_110856,94,9,328315.0
ID_116443,43,12,525408.0
ID_114604,187,3,371357.0
ID_109148,200,6,379485.0
ID_116840,63,19,476219.0
ID_115445,54,11,652867.0
ID_109552,201,6,339685.0
ID_103196,7,1,42956.0
ID_119512,21,14,530323.0
ID_114645,199,7,333259.0
ID_100486,1,42,810912.0
ID_116273,48,21,537336.0
ID_113934,121,6,345899.0
ID_100783,2,40,807513.0
ID_106596,8,1,29546.0
ID_113381,145,5,303476.0
ID_116006,56,18,619192.0
ID_119761,44,21,580625.0
ID_103238,8,4,37434.0
ID_114662,183,4,228519.0
ID_100873,3,44,1020752.0
ID_113702,167,10,213244.0
ID_102047,5,38,843237.0
ID_100104,10,40,883654.0
ID_112896,200,4,225205.0
ID_113441,125,6,323284.0
ID_101915,6,38,957715.0
ID_106499,2,2,41888.0
ID_105684,2,3,44408.0
ID_106728,8,2,31676.0
ID_103632,2,3,46783.0
ID_100109,1,45,867878.0
ID_102138,1,32,983249.0
ID_118693,48,13,547657.0
ID_111726,169,4,362385.0
ID_108934,134,4,253531.0
ID_100669,2,36,989741.0
ID_116334,38,14,443987.0
ID_117703,59,20,580445.0
ID_118964,43,21,460133.0
ID_103324,7,4,58396.0
ID_119274,52,18,537631.0
ID_104480,8,3,21937.0
ID_115336,49,17,510420.0
ID_101439,5,38,1019501.0
ID_112441,169,4,359340.0
ID_112280,149,7,342223.0
ID_106574,8,4,39503.0
ID_104811,4,2,43945.0
ID_111040,153,8,312748.0
ID_114118,169,8,329243.0
ID_109353,145,3,321814.0
ID_106131,5,4,34189.0
ID_112367,150,5,311448.0
ID_113199,171,7,355693.0
ID_116778,54,20,506204.0
ID_112705,192,10,316399.0
ID_118994,56,23,655865.0
ID_107332,1,3,39154.0
ID_112290,163,8,304950.0
ID_101834,7,32,1005499.0
ID_109378,137,7,328319.0
ID_117009,52,12,587881.0
ID_111685,115,9,303433.0
ID_114429,130,6,267656.0
ID_119844,59,17,594748.0
ID_118193,58,18,516095.0
ID_111251,166,5,315395.0
ID_112442,139,8,337866.0
ID_111187,137,9,332141.0
ID_118781,60,18,569694.0
ID_103003,12,5,40234.0
ID_108215,136,12,363474.0
ID_117349,67,18,524632.0
ID_105389,13,1,40793.0
ID_114763,174,5,375548.0
ID_101309,7,25,941420.0
ID_114091,178,7,310221.0
ID_103475,7,4,48399.0
ID_100789,12,32,870398.0
ID_117896,33,19,552705.0
ID_112430,185,10,388774.0
ID_107740,10,3,35744.0
ID_103284,2,3,35417.0
ID_115024,39,25,493526.0
ID_102514,4,38,926507.0
ID_111635,158,6,341723.0
ID_116624,63,21,391728.0
ID_115415,58,15,579064.0
ID_113736,181,8,266643.0
ID_114618,110,4,264742.0
ID_109258,161,5,310176.0
ID_106227,3,5,29381.0
ID_116394,49,18,619550.0
ID_110961,163,4,285180.0
ID_108791,182,10,318457.0
ID_119105,56,20,408079.0
ID_111102,149,5,334827.0
ID_105006,5,4,40377.0
ID_106214,8,3,31019.0
ID_109777,143,4,303087.0
ID_115335,48,8,475122.0
ID_105257,13,2,49705.0
ID_111144,112,1,270895.0
ID_112408,169,10,281288.0
ID_116736,55,14,455647.0
ID_111247,177,2,356485.0
ID_109986,178,6,285288.0
ID_119973,43,17,584965.0
ID_103301,10,4,50792.0
ID_119503,39,24,607126.0
ID_106843,4,4,53321.0
ID_113198,126,4,300820.0
ID_107990,10,6,45527.0
ID_105406,1,2,53205.0
ID_115498,33,14,490008.0
ID_100712,3,43,966858.0
ID_105783,7,3,49779.0
ID_104409,10,2,38116.0
ID_105260,13,4,44349.0
ID_105920,11,7,31607.0
ID_116765,53,13,503064.0
ID_115397,58,24,545469.0
ID_105411,8,4,44748.0
ID_117026,53,19,719822.0
ID_100550,3,42,1068161.0
ID_112868,151,8,416322.0
ID_103241,13,4,54545.0
ID_115556,48,16,569019.0
ID_116395,44,16,697070.0
ID_114982,173,6,264432.0
ID_113936,145,5,339944.0
ID_108493,117,6,367347.0
ID_118083,40,24,526642.0
ID_103264,1,4,55056.0
ID_109321,135,8,371680.0
ID_105061,1,4,31309.0
ID_108444,149,7,319222.0
ID_102098,7,40,913836.0
ID_107001,8,4,41725.0
ID_107292,2,2,53663.0
ID_103671,5,4,34971.0
ID_104968,11,3,54820.0
ID_116135,48,21,525422.0
ID_112949,140,6,365424.0
ID_110629,176,3,255491.0
ID_104416,2,2,46947.0
ID_118075,48,12,577505.0
ID_112255,194,7,342420.0
ID_108940,165,3,372148.0
ID_119286,70,15,522154.0
ID_111892,122,5,378159.0
ID_112340,184,3,362628.0
ID_100022,2,33,948972.0
ID_102934,5,37,918732.0
ID_113748,164,7,347173.0
ID_119049,32,7,584575.0
ID_106597,13,3,50808.0
ID_112904,161,3,334144.0
ID_114874,157,6,311797.0
ID_112034,170,7,331498.0
ID_104833,13,5,33359.0
ID_118196,76,14,628440.0
ID_114815,119,7,337603.0
ID_115447,61,19,500665.0
ID_119773,24,19,612215.0
ID_112481,172,9,283939.0
ID_114351,154,9,344830.0
ID_100056,1,42,983262.0
ID_103412,12,2,42642.0
ID_110416,168,6,296351.0
ID_102855,3,31,904507.0
ID_100400,1,31,879506.0
ID_102986,1,29,1055158.0
ID_110251,171,7,281586.0
ID_106605,2,5,30053.0
ID_117982,46,17,448389.0
ID_111947,168,4,354743.0
ID_119993,46,13,535899.0
ID_119764,52,25,562495.0
ID_115530,58,20,512585.0
ID_113672,125,5,315103.0
ID_106554,4,3,63559.0
ID_108780,144,7,321831.0
ID_117058,50,23,447681.0
ID_107258,1,3,32310.0
ID_114934,202,6,292032.0
ID_114810,171,11,322912.0
ID_105781,1,5,38525.0
ID_116764,48,15,553420.0
ID_117581,42,15,522303.0
ID_116962,66,17,518803.0
ID_107233,5,2,56754.0
ID_112760,178,4,302832.0
ID_111498,173,5,305009.0
ID_100519,1,39,842942.0
ID_101755,7,37,986036.0
ID_104508,3,5,45628.0
ID_116733,40,19,468738.0
ID_116695,73,18,469375.0
ID_105263,5,3,39144.0
ID_101069,2,44,1132539.0
ID_108340,148,8,313003.0
ID_108419,147,9,263833.0
ID_114298,207,2,353035.0
ID_113741,221,4,246602.0
ID_106611,3,3,50745.0
ID_116667,49,19,452079.0
ID_100665,1,43,1022339.0
ID_118912,53,9,452546.0
ID_100716,8,37,1019249.0
ID_116105,40,20,526123.0
ID_115204,36,15,591288.0
ID_101699,4,35,1044407.0
ID_101877,3,33,873671.0
ID_119288,27,8,523186.0
ID_118929,39,17,531514.0
ID_107320,9,1,45689.0
ID_109724,163,10,256796.0
ID_117691,35,22,572593.0
ID_106800,13,1,35337.0
ID_104916,8,3,47524.0
ID_107065,13,2,45654.0
ID_107140,6,2,37169.0
ID_115738,25,18,505002.0
ID_115902,51,19,561396.0
ID_108990,149,8,388919.0
ID_106861,10,6,46285.0
ID_108168,88,7,308357.0
ID_111464,158,6,315096.0
ID_118264,50,25,490347.0
ID_108128,149,8,323087.0
ID_106592,13,2,43896.0
ID_108672,207,8,351916.0
ID_117874,36,16,572764.0
ID_100091,5,31,801885.0
ID_102577,4,32,944848.0
ID_111309,147,4,307204.0
ID_110866,120,3,352138.0
ID_108384,221,11,228381.0
ID_115489,20,15,517096.0
ID_117366,39,18,555295.0
ID_119226,41,20,432035.0
ID_119337,49,19,622650.0
ID_109819,188,3,289586.0
ID_116130,39,11,617683.0
ID_104260,11,2,46354.0
ID_103896,3,4,36220.0
ID_116848,45,10,576935.0
ID_101349,1,37,1114308.0
ID_117636,51,19,542869.0
ID_112572,154,9,338402.0
ID_111820,181,5,301222.0
ID_103777,4,4,60132.0
ID_117239,45,26,386414.0
ID_103740,5,2,30976.0
ID_114746,159,7,307160.0
ID_104050,3,3,41651.0
ID_118799,54,22,445810.0
ID_107705,4,4,48293.0
ID_112963,148,6,274500.0
ID_102762,4,35,1169442.0
ID_103581,5,2,42921.0
ID_107105,11,3,36431.0
ID_106372,12,3,42538.0
ID_114661,134,5,366855.0
ID_116922,49,21,672943.0
ID_105062,7,2,35549.0
ID_103602,8,3,39438.0
ID_112888,166,3,328197.0
ID_106948,2,3,47017.0
ID_107756,5,2,39955.0
ID_109638,182,7,296079.0
ID_111656,148,8,362096.0
ID_109212,162,5,367407.0
ID_108897,132,5,330587.0
ID_111856,125,8,382403.0
ID_117357,43,10,416623.0
ID_110435,117,6,325926.0
ID_112007,151,7,320981.0
ID_109761,153,6,314087.0
ID_117751,53,19,524712.0
ID_110766,143,6,292061.0
ID_109574,181,3,283290.0
ID_106017,9,2,52291.0
ID_111621,175,5,334724.0
ID_102956,6,33,1037972.0
ID_119441,55,15,594646.0
ID_109670,151,9,322968.0
ID_105409,13,3,53595.0
ID_109611,176,11,295343.0
ID_107520,8,3,40891.0
ID_101103,11,39,1066540.0
ID_111668,176,12,338060.0
ID_113142,126,5,323912.0
ID_116504,46,25,514231.0
ID_104690,8,4,27301.0
ID_101558,8,35,944282.0
ID_111904,129,4,276852.0
ID_102488,4,34,1126426.0
ID_118304,67,14,494863.0
ID_118674,60,16,538376.0
ID_103523,3,3,34189.0
ID_104542,5,3,37119.0
ID_114371,145,7,311774.0
ID_103400,2,2,35440.0
ID_115386,43,24,537160.0
ID_119696,30,12,613951.0
ID_111117,152,4,332679.0
ID_111118,123,4,337609.0
ID_102272,3,35,991540.0
ID_102374,5,38,863198.0
ID_110844,139,7,258627.0
ID_114786,175,6,328696.0
ID_117179,44,18,632596.0
ID_115543,62,23,531887.0
ID_109843,158,4,281498.0
ID_100292,7,43,1058992.0
ID_111028,178,11,274862.0
ID_102870,9,42,934237.0
ID_113005,132,3,304065.0
ID_109964,163,6,373628.0
ID_114791,173,6,314776.0
ID_117722,61,11,523511.0
ID_118910,34,18,531432.0
ID_119125,56,11,475064.0
ID_116202,44,16,469388.0
ID_114370,164,4,288689.0
ID_118822,46,20,534418.0
ID_104879,4,4,36444.0
ID_116734,38,23,512612.0
ID_110542,151,3,313937.0
ID_119138,23,18,465098.0
ID_117193,44,13,507658.0
ID_110420,182,4,243208.0
ID_113533,136,7,305943.0
ID_104418,11,3,39383.0
ID_110002,128,6,227240.0
ID_115391,44,22,709023.0
ID_116152,50,15,571508.0
ID_112650,181,6,251096.0
ID_100356,1,38,1134511.0
ID_100686,4,50,970138.0
ID_104584,2,2,34763.0
ID_100837,2,36,1043563.0
ID_107013,13,2,49989.0
ID_108458,160,10,258524.0
ID_111297,148,7,276857.0
ID_111848,183,3,327550.0
ID_110198,220,5,253280.0
ID_101726,3,49,1067689.0
ID_119084,52,14,577351.0
ID_117057,57,22,599542.0
ID_102362,2,32,993624.0
ID_115437,69,18,547796.0
ID_103179,10,1,57123.0
ID_110284,187,6,216294.0
ID_116847,57,22,553897.0
ID_111525,163,8,332939.0
ID_115766,48,16,551297.0
ID_104223,11,2,40894.0
ID_118882,74,23,464846.0
ID_111316,117,8,338216.0
ID_109633,151,6,369491.0
ID_107379,4,1,49564.0
ID_108101,180,8,398473.0
ID_109858,193,4,340193.0
ID_110940,193,8,317244.0
ID_106967,12,2,55354.0
ID_106166,6,5,47381.0
ID_106461,7,1,44106.0
ID_103061,8,3,35150.0
ID_100889,2,43,1000346.0
ID_100966,6,37,1039431.0
ID_110481,179,8,324974.0
ID_113850,185,8,315729.0
ID_101963,2,40,928532.0
ID_109850,195,5,323026.0
ID_109319,185,7,315115.0
ID_115010,42,13,615988.0
ID_108353,193,8,275591.0
ID_119578,67,16,515804.0
ID_109508,138,1,301358.0
ID_116678,59,17,447358.0
ID_119785,51,10,596498.0
ID_112838,140,5,347604.0
ID_102835,11,35,1103026.0
ID_109735,154,3,277608.0
ID_110005,170,8,363021.0
ID_107213,11,3,42369.0
ID_116026,47,22,440004.0
ID_116003,68,15,511037.0
ID_102268,2,43,1012834.0
ID_103770,13,4,46914.0
ID_112440,111,7,314822.0
ID_115435,25,19,667549.0
ID_100132,1,36,1083028.0
ID_110131,195,6,260538.0
ID_100581,16,31,992906.0
ID_119045,49,13,502143.0
ID_109716,212,4,272836.0
ID_114447,153,5,302143.0
ID_106839,4,1,31047.0
ID_100393,6,40,755339.0
ID_110218,163,7,290134.0
ID_106558,8,2,48442.0
ID_109301,153,8,301160.0
ID_113012,132,5,248233.0
ID_103928,11,2,44739.0
ID_113613,187,11,283702.0
ID_108401,151,3,334551.0
ID_104036,13,3,47124.0
ID_118831,54,15,562148.0
ID_112978,142,6,315493.0
ID_108183,210,7,304143.0
ID_110469,156,4,312789.0
ID_100225,2,35,886231.0
ID_104211,8,5,24631.0
ID_119354,40,14,461845.0
ID_106777,11,3,42591.0
ID_104613,12,4,54830.0
ID_112425,145,7,298860.0
ID_115480,39,19,535223.0
ID_108593,167,3,305599.0
ID_111517,178,7,287188.0
ID_112460,203,8,209548.0
ID_116869,74,21,624007.0
ID_119462,35,11,616265.0
ID_114045,189,3,317546.0
ID_105008,2,5,25370.0
ID_112621,227,2,349749.0
ID_103403,5,2,35517.0
ID_103515,11,4,30402.0
ID_103883,11,1,40327.0
ID_119559,60,17,518800.0
ID_106755,2,5,44826.0
ID_114034,157,6,259066.0
ID_102908,2,44,1134406.0
ID_116604,65,17,545460.0
ID_104261,10,3,53917.0
ID_108071,233,1,354081.0
ID_102423,3,31,997044.0
ID_114328,137,7,361324.0
ID_105264,13,4,30335.0
ID_114898,146,5,290139.0
ID_106163,11,3,42088.0
ID_103548,10,3,39651.0
ID_113075,215,2,258242.0
ID_118699,70,17,491291.0
ID_115117,51,12,588016.0
ID_119367,53,17,577954.0
ID_107548,7,5,30653.0
ID_113062,104,8,336973.0
ID_119256,42,23,421316.0
ID_119879,34,21,546556.0
ID_101159,1,44,984234.0
ID_106895,1,2,63067.0
ID_105501,12,4,45333.0
ID_108047,150,8,364294.0
ID_100809,1,37,1107559.0
ID_117180,41,19,547425.0
ID_102650,1,42,1070216.0
ID_112074,183,7,330469.0
ID_119913,39,17,446434.0
ID_108789,138,8,361885.0
ID_103190,5,3,41468.0
ID_103620,13,2,49137.0
ID_109894,109,1,331525.0
ID_117390,49,17,635163.0
ID_103650,13,3,50209.0
ID_111508,161,4,365106.0
ID_116834,54,19,480255.0
ID_116067,34,16,532953.0
ID_104070,7,3,42756.0
ID_108290,91,4,294615.0
ID_101394,2,33,866194.0
ID_105976,10,5,41877.0
ID_103370,2,2,47974.0
ID_119426,33,19,545937.0
ID_111782,139,4,313649.0
ID_118039,55,19,492403.0
ID_116551,46,18,600991.0
ID_115210,71,18,419352.0
ID_115207,51,19,602726.0
ID_101054,25,40,894824.0
ID_113561,190,10,284795.0
ID_114195,190,4,327602.0
ID_116561,42,19,496364.0
ID_116050,47,17,492673.0
ID_108856,237,5,228432.0
ID_116175,58,14,603889.0
ID_107903,9,3,43010.0
ID_101736,3,45,915203.0
ID_101568,4,38,1119312.0
ID_100462,6,34,1025423.0
ID_100743,3,45,1100579.0
ID_108414,155,6,292224.0
ID_116064,35,26,735060.0
ID_103994,7,2,50064.0
ID_115297,48,19,559879.0
ID_108817,135,1,343057.0
ID_109308,175,5,351541.0
ID_110654,148,6,347131.0
ID_106284,8,4,35263.0
ID_113326,182,8,318992.0
ID_118342,39,14,621992.0
ID_119539,44,17,540910.0
ID_117767,55,17,611355.0
ID_105494,6,1,28983.0
ID_113599,189,5,379899.0
ID_117292,68,21,618661.0
ID_108648,133,8,358340.0
ID_110471,187,4,362016.0
ID_116036,69,22,518674.0
ID_104335,12,2,39696.0
ID_116372,50,23,534106.0
ID_114848,137,7,333099.0
ID_112536,153,7,350234.0
ID_119090,45,24,392825.0
ID_105114,5,2,46393.0
ID_107174,12,3,45793.0
ID_108587,166,3,360125.0
ID_119801,42,15,652689.0
ID_105212,4,2,39118.0
ID_103641,3,7,42040.0
ID_109952,154,8,316040.0
ID_109034,166,5,384925.0
ID_118804,46,19,514929.0
ID_100021,1,36,1054608.0
ID_103718,2,3,48656.0
ID_102902,1,29,903972.0
ID_116360,49,15,601916.0
ID_114979,130,5,312858.0
ID_105534,5,4,49514.0
ID_112235,160,8,330681.0
ID_111042,171,9,358978.0
ID_100779,5,40,939729.0
ID_111941,181,5,308501.0
ID_107420,13,2,36097.0
ID_114603,174,6,361672.0
ID_113509,173,5,294725.0
ID_106528,5,5,26109.0
ID_103431,9,2,47244.0
ID_119454,31,18,541996.0
ID_119058,42,24,638748.0
ID_111438,176,2,342350.0
ID_114498,165,4,244031.0
ID_104259,6,6,45828.0
ID_104725,9,4,53173.0
ID_101469,7,39,938651.0
ID_112368,128,8,283939.0
ID_119481,82,23,587921.0
ID_118617,56,23,423326.0
ID_113855,176,9,287176.0
ID_117652,55,9,550105.0
ID_116454,49,14,530487.0
ID_108424,138,9,219002.0
ID_100368,1,36,989670.0
ID_118365,72,15,548475.0
ID_109607,145,5,245152.0
ID_114997,198,4,345858.0
ID_109491,202,6,355595.0
ID_100064,2,42,972144.0
ID_104210,4,1,40850.0
